PCA 1,PCA 2,PCA 3,PCA 4,PCA 5,PCA 6,PCA 7,PCA 8,PCA 9,PCA 10,PCA 11,PCA 12,PCA 13,PCA 14,PCA 15,PCA 16,PCA 17,PCA 18,PCA 19,PCA 20,PCA 21,PCA 22,PCA 23,PCA 24,PCA 25,PCA 26,PCA 27,PCA 28,PCA 29,PCA 30,PCA 31,PCA 32,PCA 33,PCA 34,PCA 35,PCA 36,PCA 37,PCA 38,PCA 39,PCA 40
-57302473.76159872,470886624.3069155,108796532.05123058,-62796643.163264185,-91591227.45384556,-115708409.62290965,202711593.05118585,342236119.16961783,56466166.71353726,120705184.38295312,-87924542.13133202,-1759846.5824858553,-1755833.8976489606,-87581681.13454871,107530485.46305707,-24331291.94541891,30138112.307439584,-71609145.57409286,131700720.58962144,112811012.81063412,-124337014.23953684,1397447826.2121801,127584304.63322537,-403651943.36067665,694258.3384665432,-92679473.14795622,75628621.017242,54974017.197447665,68833211.0644026,969883.9265923245,-110769192.67523192,-231005056.43179294,-62134030.573527284,103553288.14385127,195361340.23674962,435743822.71724313,29049879.663323548,44245699.29717206,69793383.82698457,-70215647.62894848
-65885678.47174993,541906726.1246914,125521508.41875216,-72305117.60195555,-105430449.89812835,-133029043.695353,233200079.96289128,393919559.5116224,64943518.89725574,138906190.55810142,-101090092.6378984,-2029296.0560297302,-2024657.4013775468,-100792804.26423027,123752758.0844057,-27988164.422928095,34745129.28755567,-82246116.65920894,151586250.93709993,129487893.74043646,-143068121.53792983,1608220845.4689686,146866374.04227945,-464618150.2357313,772403.3800274327,-106623545.76094927,86875293.98018362,63243267.49409522,79300500.97295743,1002636.6236848384,-127465550.26124927,-265805631.5238839,-71413097.64967796,119385332.09059247,224776735.50284588,501482249.79957235,33277586.814884204,50924331.920872584,80387191.94558008,-80798949.98286551
-76989693.61953616,633799595.2244163,147171417.15268666,-84609222.5290204,-123337758.77524357,-155436268.31697655,272646558.23942983,460794690.7702133,75911176.09259923,162456318.03412256,-118122122.64902982,-2378053.067125149,-2372607.753873578,-117886721.78188093,144742852.16125613,-32719396.293507975,40707974.23649067,-96004395.31746748,177316767.44345933,151055981.01276097,-167303635.02193987,1880940080.2253513,171816590.71690062,-543504855.8579748,872720.0100053735,-124664746.74264301,101422565.00246182,73942214.68943857,92846683.4400217,1041597.0528440275,-149068650.34642354,-310832845.2312448,-83416525.4334766,139876798.39016315,262835817.77868703,586541725.3841372,38743191.74775727,59565977.222974606,94096518.09848005,-94492456.49123731
-88937808.94521838,732679909.4344642,170468652.66495764,-97849055.92415883,-142606826.5681431,-179546854.82647064,315092260.4419293,532755179.05646557,87712666.14507133,187797157.02572477,-136448928.31048682,-2753343.687342612,-2747029.17388918,-136280456.29139975,167329025.92181262,-37810340.44021439,47124427.57542753,-110808266.3477038,205003878.04929414,174262915.73942062,-193381907.90188995,2174396629.1324887,198664139.60639685,-628390318.6943387,980572.463807376,-144077646.40411553,117075411.55209973,85454626.96309796,107423201.06866068,1083126.2545147731,-172314391.60615957,-359283732.9304877,-96332352.45083646,161927160.51887706,303788706.4666791,678069111.3055218,44623868.85313741,68864742.2515654,108848523.227526,-109227182.86674027
-112148301.74114563,924817022.0656292,215771890.5154681,-123579696.54009296,-180051743.96043652,-226382890.34619278,397560501.9780927,672590722.7778708,110640320.81130426,237037242.58122647,-172050066.02884766,-3483012.4381104517,-3474998.1544330316,-172022025.78403115,211217325.3487083,-47701336.55620592,59599024.00028478,-139556678.93857843,258805869.10507047,219320962.57813513,-244053041.943437,2744621057.3108563,250836574.0919052,-793342913.7142819,1187310.388242013,-181795807.21102458,147473947.0928848,107822364.95687789,135756392.63444132,1151719.833132964,-217482771.21462813,-453425757.03682965,-121419656.56641431,204796653.3197655,383360146.18775487,855920515.4825058,56034372.32715997,86934023.56742725,137520746.4528907,-137857926.02073255
-137065625.61671758,1131085166.8339093,264408063.32709828,-151202884.14807406,-220250728.67688683,-276663120.7853556,486093802.7856725,822710916.6059188,135254092.17281148,289898741.7488731,-210269237.3477479,-4266356.47600739,-4256527.805288889,-210392285.98438334,258333470.60707965,-58319723.79850481,72991282.23497602,-170418888.81716993,316564876.1103317,267691784.34292412,-298450779.87170744,3356783610.1146507,306846238.3258056,-970427496.8749895,1409175.263682266,-222287856.28218687,180107593.01699385,131835124.68963018,166173671.95991218,1224978.9367748022,-265973098.29149872,-554491465.2817369,-148351742.42997184,250819768.90407854,468783633.4975273,1046852383.4052583,68283572.73958382,106332254.14691792,168301956.001513,-168594346.24732757
-176567373.12066993,1458120991.5590496,341543542.1229535,-195001896.24841323,-283987600.7546268,-356372188.0638499,626456032.0838574,1060729753.807197,174276079.78280398,373709769.8574559,-270858258.63618827,-5508633.905088559,-5495927.227517983,-271228026.4085356,333035912.7589233,-75154136.14636382,94229090.18830314,-219338518.93254858,408142781.91614884,344358188.5380784,-384696190.8234927,4327360962.905396,395651879.5324164,-1251199494.8490202,1758958.982988786,-286485073.91708636,231836112.82506618,169905403.45023254,214406272.01714212,1332744.2064999442,-342853218.8461179,-714727065.1927583,-191045421.84924117,323804701.5300894,604217962.8716979,1349574053.7277129,87693195.95161384,137088315.72191232,217110186.2209499,-217326085.97284168
-189158251.4378315,1562315321.6215827,366089555.0086817,-208952873.2170477,-304291950.79695666,-381779882.57478005,671183675.5794252,1136556843.6254678,186712210.4868596,400412509.671714,-290170969.8813357,-5904051.104149126,-5890432.634818104,-290610253.84162277,356835867.50166065,-80518810.33594407,100989757.5501988,-234939669.7389668,437317631.53654397,368815801.2885191,-412176192.3647091,4636588365.863292,423941857.3279849,-1340645987.0954266,1872875.5254580395,-306941621.0582281,248331852.62520808,182036740.67659923,229765274.06130746,1377681.4896260786,-367348337.54432505,-765782222.2179369,-204656330.1626043,347037882.2493457,647372248.5454551,1446020100.3158848,93891496.34705487,146886754.24722454,232654302.8666853,-232852757.461246
-231051091.4919159,1909152282.5976455,447898471.39869165,-255404158.54586774,-371888166.2091319,-466313841.69006956,820043653.0357547,1388987727.1553643,228096489.89694118,489298022.19591236,-354427559.6304327,-7221586.2122417865,-7204909.037878647,-355129449.86062336,436061374.4323101,-98372366.92297967,123514029.37829727,-286819631.5589731,534440533.98860437,450120857.9965505,-503643313.3181036,5665931614.555902,518124810.6742025,-1638418819.1869855,2243579.1904097027,-375025468.6389723,303190853.67238045,222411874.1732036,280919075.1083527,1490853.3819428459,-448883239.32626957,-935719265.6214772,-249934100.19689324,424443960.59478027,791006271.6591448,1767070930.7189813,114474813.67728554,179505072.17658144,284418399.2356541,-284535002.7992356
-283507349.95297354,2343462627.972435,550351509.481158,-313571962.0550393,-456533289.3349888,-572162698.914979,1006443392.8987439,1705084919.9882104,279916583.4150972,600600602.8166151,-434886334.11074835,-8871549.74942154,-8851048.590412332,-435920666.7943189,535267966.1544741,-120728168.62156539,151721328.15156856,-351777900.71856046,656058967.2116323,551918827.0846393,-618177944.0445671,6954878738.547657,636062466.357865,-2011294126.341778,2706798.798992576,-460279027.13815206,371879529.2029361,272968944.4473855,344977179.0793709,1628386.6068007636,-550981138.6893325,-1148513477.1295154,-306627698.63630337,521379993.9690682,970863432.869293,2169092491.8649235,140243626.29765406,220350035.9761797,349240053.79859304,-349251414.77675104
-330162419.9498847,2729736203.591861,641468757.2468756,-365305681.41332,-531815956.9741718,-666305839.8261789,1172227559.6174564,1986219435.0786436,326005609.28872794,699592631.1064359,-506447203.3298426,-10338965.937956896,-10315069.005558494,-507775970.85112417,623501788.8929436,-140611475.04641622,176807965.86741087,-409553512.2099863,764225547.1859887,642461773.503296,-720044775.2126447,8101262197.798777,740955155.3559684,-2342926568.408225,3119125.8826012122,-536103559.90362734,432972958.1368832,317934449.41705364,401949074.89828444,1752143.527139772,-641786655.0383292,-1337772168.0511549,-357051879.7639792,607591743.7818922,1130828167.101203,2526648364.8593326,163164228.8356547,256677294.9118407,406891284.561592,-406809980.7823995
-386805203.91641986,3198715387.5499516,752104147.8373231,-428117236.60300386,-623218212.8313447,-780602427.2218034,1373505621.2658484,2327549967.7785797,381961744.11825794,819779884.902015,-593327408.4716272,-12120693.649523975,-12092667.281892056,-595016377.731498,730627612.0590281,-164751674.47275168,207267668.81598642,-479694984.98211724,895552463.1115004,752381491.5711085,-843721861.4357445,9493099683.364777,868307700.6273435,-2745567742.1428785,3618970.6856570723,-628162043.2940048,507142671.0145861,372526940.6455553,471121713.4423674,1899210.4701153503,-752034396.9686006,-1567552186.613678,-418269848.2685844,712268418.2446034,1325041807.6832347,2960761544.9982104,190988100.30159512,300782765.14579654,476888191.56080407,-476692309.44899756
-429712007.0224096,3553949719.366964,835895677.4444255,-475693391.20293707,-692451173.3910195,-867182259.5334135,1525969145.472235,2586092919.6442847,424347755.45777714,910817397.9889991,-659139158.9109145,-13470144.681850692,-13438997.805426812,-661097686.2922795,811771297.5934806,-183037407.65431547,230337679.50364643,-532830053.5784595,995026976.2973343,835652998.8874322,-937403400.1037879,10547364679.68236,964771183.5486966,-3050550574.772765,3998480.4771493403,-697894076.0916679,563328883.9368646,413879479.40175617,523514526.91049683,2014439.550688519,-835543313.4002312,-1741603376.6343408,-464643312.364247,791549896.9023365,1472153099.0838325,3289585539.0253587,212068829.45670795,334190843.6499944,529905973.57152295,-529625809.6954306
-466012439.9356318,3854476577.962535,906775301.4391923,-515941731.9328195,-751021376.3623323,-940431632.5334673,1654954752.6450722,2804817632.872117,460207105.82523006,987834872.8284594,-714817965.5883033,-14611675.64640555,-14577887.682667915,-717002172.3087649,880418437.8976588,-198507375.0761303,249853325.03203106,-577786073.5993491,1079181491.3498712,906108571.4680094,-1016658137.6406327,11439268587.885647,1046377964.7443378,-3308562764.1772337,4320186.45646748,-756887922.250085,610866088.4212112,448864100.25786203,567836561.0002213,2114682.4505814686,-906191774.602779,-1888850977.4482286,-503877315.58041203,858616527.3520615,1596609880.0439615,3567768908.7093034,229906775.60576227,362453808.8189855,574757185.4209726,-574407512.9922912
-511799319.75042063,4233555883.181613,996191443.332711,-566711427.064411,-824901590.3718846,-1032823026.6456506,1817652274.2617633,3080715220.1270847,505438251.6936823,1084983255.4150815,-785047267.7491221,-16051713.8282272,-16014590.837465487,-787519171.9325641,967008851.0605718,-218020516.90177578,274471934.8472137,-634487714.9794635,1185333190.9008799,994969494.8232385,-1116627997.6962218,12564300712.906448,1149316575.4748986,-3634017523.593307,4725127.209113086,-831300659.4150088,670823697.4650589,492992397.1268206,623746255.4771019,2237589.1694248365,-995306191.4259368,-2074585260.9596508,-553363509.23005,943219860.8095073,1753595953.9970715,3918665102.2419214,252402442.81935135,398104390.3846304,631333809.9808294,-630894150.8156965
-545687425.7730271,4514103760.137847,1062353676.2839873,-604283399.554164,-879577604.097387,-1101204979.4269135,1938064385.354982,3284898029.200505,538914370.2986996,1156880659.9326682,-837026156.2032961,-17117295.87022814,-17077703.346488804,-839707109.0422119,1031092269.171235,-232462245.32189235,292689113.18012184,-676457820.4645749,1263892752.836923,1060746831.8840091,-1190614236.5736275,13396910667.715467,1225497477.4325829,-3874875632.432745,5025895.841066442,-886373112.2108477,715203339.8871694,525651609.99867576,665120321.0321417,2333057.1679128073,-1061258115.3099947,-2212044488.821534,-589990797.3774965,1005824281.1189011,1869779646.1343806,4178354506.6289773,269057120.41196936,424488285.8232215,673202202.3180134,-672698906.5833952
-581299965.2906744,4808929250.483839,1131884820.9403193,-643767708.2534446,-937036356.7673448,-1173066296.988291,2064603967.2915866,3499472444.0157585,574093893.5983595,1232437053.7461162,-891649812.0281317,-18237121.474424288,-18194936.11849456,-894550997.4009701,1098437039.4546359,-247638885.96575597,311833807.1757168,-720562951.6343007,1346450494.234035,1129869857.28491,-1268365681.2234712,14271893960.917847,1305555584.445905,-4127991969.9681168,5341823.204638077,-944248186.6303989,761840632.9240239,559972809.5975393,708600471.0125462,2432776.7947191563,-1130566413.7956548,-2356499100.4462028,-628481628.8058693,1071616000.857737,1991875917.3121173,4451260171.21841,286558483.35779923,452215024.3412924,717201714.9802748,-716631122.2340266
-558315836.5286083,4623254619.797313,1091062222.544413,-619251819.8850334,-901087055.1275195,-1126582996.2940595,1984115556.6089268,3364963682.5939593,551572232.8466697,1184816491.8402717,-856352691.511959,-17569884.63243537,-17529157.701201238,-860028963.6733464,1056065067.7870226,-237960497.73943573,300354147.9405368,-691254367.4911795,1294665300.3347359,1083170190.3887875,-1219196173.520953,13720915694.75709,1255507561.1906767,-3969397358.9787507,4894101.750993471,-907480560.2292196,730969951.6534574,538151373.6201847,682022130.0413773,1304246.3598910416,-1086822825.5223947,-2265148275.653813,-603375977.8287169,1032188842.5634114,1914518924.2023013,4279565363.334289,274094294.5427878,434804267.81203306,690124490.3242868,-688899902.7075876
-571224512.6437757,4727518646.283638,1113975062.7813673,-633017240.4624819,-921273242.1056229,-1152690087.628491,2029316218.499061,3440493616.1248465,564220308.5199403,1211557989.6316144,-876176333.4997705,-17944566.771258116,-17903024.68193115,-879414388.3848792,1079858564.7442675,-243395747.84134847,306798304.2051423,-707718085.2073245,1323744113.537115,1109405695.2042403,-1246807576.5404286,14030313269.031378,1283610246.8796053,-4058451888.9901285,5146652.779378525,-928128433.6326009,748310714.0187904,550405721.7116369,696944027.7478188,1941772.549162883,-1111387028.6449368,-2316446883.0365567,-617476766.3725481,1054321127.3554404,1957959901.5300338,4375978570.3246975,281098773.2915881,444580994.2221792,705327178.4406229,-704472329.0082345
-619840015.8697823,5129964047.241895,1208868795.954375,-686912329.4849963,-999704643.7607863,-1250790455.5595517,2202051399.216978,3733390123.2632437,612243649.4589219,1314694906.4054027,-950744760.9551008,-19472930.651084863,-19427848.310463406,-954277779.6161402,1171785892.643779,-264113055.43460461,332927786.14357173,-767932312.0571496,1436436545.169086,1203780169.095408,-1352941808.4650414,15224690591.607025,1392889621.0084653,-4403958054.149104,5579433.585217214,-1007131573.2695965,811981230.5784028,597256417.9592161,756290743.8210121,2084458.8947775797,-1205995450.0552895,-2513633981.9588284,-670023175.4322504,1144116351.6991756,2124627739.40421,4748501685.084038,304997584.15438974,482428461.4356602,765383884.3676496,-764441485.4896497
-649960612.1349362,5379248417.763053,1267611064.650184,-720291899.943986,-1048283995.2928647,-1311571595.9681218,2309057744.022662,3914809468.59981,641995067.3166997,1378580884.469958,-996945512.5522676,-20419155.51545636,-20371882.52811965,-1000649771.4355489,1228727414.571289,-276947365.3576911,349105815.5237762,-805249642.875928,1506238366.0472782,1262277748.8178337,-1418686491.9075022,15964515891.640625,1460575248.3213902,-4617962782.45155,5850617.8710510675,-1056072022.1174619,851439093.7198628,626279454.8256447,793041446.1581986,2186234.6376716397,-1264599402.2110174,-2635781224.907936,-702582571.0208383,1199712583.197908,2227871589.8794947,4979249263.269231,319819195.90135217,505871473.13939506,802576532.2165813,-801588642.7162968
-684809230.9650286,5667701141.121564,1335607492.7487223,-758919014.0496837,-1104498227.4703577,-1381892706.3783872,2432870767.685982,4124739067.1720953,676418082.9861252,1452504481.2016025,-1050398099.6363018,-21514349.035497505,-21464539.709904965,-1054308021.0721685,1294616036.9379058,-291797263.9628161,367830454.26129884,-848417828.0643327,1587009311.3898444,1329940558.4764864,-1494759498.0630255,16820585320.446423,1538898897.9817421,-4865599178.558893,6162365.812862853,-1112699499.1842067,897084303.2097526,659860977.3499261,835573122.6154516,2295180.302408969,-1332410605.073973,-2777117449.029341,-740250625.5168632,1264060719.368266,2347333639.727712,5246254062.967987,336957720.7493657,532998317.2621067,845618150.9986624,-844571915.1668038
-695736719.4760978,5758102985.086339,1356886930.290333,-771021196.6431525,-1122113449.062308,-1403944261.0445347,2471682286.6762743,4190525046.950251,687210157.4686385,1475672686.2862673,-1067159605.4936832,-21857189.115072686,-21806586.774634328,-1071124477.4095682,1315265306.4997087,-296452521.7182795,373692849.73343855,-861962764.301596,1612321005.7651935,1351179173.038272,-1518603089.6585228,17088879004.315628,1563441885.1462884,-4943200626.042298,6262640.425661775,-1130450012.2229576,911405224.164608,670387667.8518074,848894308.9743042,2340420.7611347437,-1353663798.244578,-2821416484.41757,-752064908.0756142,1284206743.3032835,2384778185.868894,5329932260.245655,342343961.88026386,541499420.3129324,859100944.9292325,-858043657.3765283
-712735592.6830349,5898825729.246877,1390070829.218366,-789866939.4902449,-1149538688.3964708,-1438245900.1770813,2532081777.3301277,4292942438.3747325,704002128.8234854,1511736444.3765767,-1093233137.2799244,-22391642.659218427,-22339802.249882236,-1097301913.7063088,1347409486.6928525,-303696627.4131033,382830003.4271941,-883016535.5558742,1651726243.1225057,1384176366.8535073,-1555714787.297683,17506515962.809578,1601653822.626968,-5064014142.347153,6413757.193242515,-1158074702.7667332,933667584.2038416,686769737.4912279,869646697.6437312,2389419.892708398,-1386745367.7847862,-2890366406.3855557,-770438038.9462086,1315607037.3166914,2443056404.020232,5460192252.408123,350699431.09102654,554733552.5979842,880101450.6906558,-879012968.3659468
-803457116.3557253,6650060604.598143,1567354814.707343,-890489076.5160835,-1295956465.016103,-1621306200.237185,2854482512.2846093,4839716350.968778,793627792.1389039,1704257827.4870481,-1232383324.4546638,-25246520.505426046,-25188062.55591036,-1237048409.2218537,1519009944.5782976,-342363071.5601164,431634033.90447044,-995340421.18467,1862096778.1308582,1560184620.3497045,-1753822784.4969745,19736033999.98997,1805661446.8977525,-5709002547.441203,7209231.914102746,-1305532010.2066631,1052444929.4497014,774214440.5087882,980467944.4568379,2602504.1524804938,-1563343833.3990984,-3258431885.2263803,-868481858.0603154,1483325770.6453042,2754147990.901601,6155580669.189331,395238710.8310428,625385043.6185142,992239422.5553027,-990952702.1153164
-942274787.489364,7799571689.283881,1838634061.0949318,-1044457950.8770376,-1519999915.3273683,-1901415633.8338099,3347806211.8357854,5676370264.676978,930768828.0657258,1998846670.4849606,-1445303831.5153127,-29615021.563355763,-29546437.331158873,-1450883241.4385335,1781586570.4478328,-401528768.9743488,506313376.35512435,-1167211095.0960097,2183998254.0619087,1829499346.6726604,-2056959701.9016092,23147557992.293095,2117826931.1418056,-6695940971.986917,8425947.756928843,-1531164896.052187,1234190357.175271,908018589.4328232,1150044023.3816254,2926418.7135539907,-1833567913.5434623,-3821630884.426385,-1018503052.1886628,1739966678.316768,3230167588.323546,7219638018.936451,463388087.1816285,733493383.3180603,1163829979.6119084,-1162238517.7447782
-1145437332.0887325,9481871926.751833,2235626949.2217245,-1269787581.2990794,-1847883950.104905,-2311362647.888665,4069787542.865462,6900801921.512205,1131476372.113725,2429975296.361371,-1756918000.1156073,-36008003.50608041,-35924600.89147112,-1763828684.6272433,2165865027.5073347,-488118173.85445595,615601633.6238661,-1418753836.9260747,2655096889.6379027,2223662882.510467,-2500599647.2270346,28140295404.723564,2574675851.5114055,-8140311352.176991,10208438.753280098,-1861379152.2917645,1500184449.8150005,1103841433.6106849,1398211256.9389205,3408383.914305702,-2229039390.3080363,-4645870907.569521,-1238064304.545766,2115543647.7388847,3926821898.649355,8776876093.62649,563134916.7226342,891708651.5723215,1414946681.2673614,-1412914411.0072606
-1243922187.058361,10297304599.213064,2428005056.0297184,-1379001910.9814892,-2006809620.1867356,-2510089687.70969,4419754405.842741,7494289327.497204,1228768033.4602551,2638949470.899986,-1907976423.8234513,-39106109.79042379,-39015527.53202959,-1915517108.834481,2352129107.0830956,-530091210.306116,668565493.1070553,-1540705385.4956455,2883441041.2080626,2414771876.9921994,-2715641073.3389316,30560338590.16989,2796110240.2315536,-8840402796.145107,11076545.259528548,-2021443588.644694,1629140247.4363637,1198762744.2488363,1518487709.6650784,3659805.950158291,-2420731123.333858,-5045396993.760291,-1344502957.8566039,2297557237.9038024,4264506965.5241375,9531686595.807556,611507544.167719,968396801.8553016,1536655630.2503476,-1534421330.2878656
-1291918932.0887876,10694588345.827353,2521656149.393664,-1432202746.302054,-2084233046.3654819,-2606942340.93794,4590280955.187203,7783423827.667683,1276178601.4328554,2740763793.676458,-1981596260.9778464,-40614517.744097106,-40520442.198363036,-1989420197.249739,2442877045.532861,-550543855.8612269,694354872.6939701,-1600160469.550846,2994686305.0853195,2507963211.383569,-2820415816.90932,31739396474.64033,2903984828.7623243,-9181470576.335379,11505865.161115848,-2099436174.5491917,1692007033.8234377,1245014334.2401724,1577066345.7961981,3809855.4066852056,-2514126956.538815,-5240058282.268946,-1396382923.26029,2386183566.3075166,4429041139.175314,9899430312.900208,635112247.4616156,1005758419.3805407,1595936610.921956,-1593621885.020598
-1424853453.629311,11795160923.337084,2781242683.6237965,-1579599727.565375,-2298726741.4150386,-2875185749.8809996,5062640673.659893,8584428401.229604,1407498850.5169652,3022812560.3088326,-2185495578.5322785,-44795148.08331921,-44691386.1154004,-2194150563.0458794,2694272943.806029,-607196517.1529584,765826950.0282669,-1764788037.45834,3302873281.6452546,2765965443.262855,-3110657024.1013446,35005677086.19274,3202842464.796799,-10126352413.73022,12682673.180920847,-2315478494.6989837,1866087419.6524746,1373131998.1177917,1739384124.8254418,4171534.8157692533,-2772851299.7542334,-5779298285.259243,-1540059123.5053828,2631801514.368565,4884817392.705743,10918178709.16419,700430018.2009791,1109261728.0945728,1760191393.86319,-1757618587.2009919
-1517826015.4552462,12564793755.043365,2962712426.6661706,-1682667708.4342773,-2448717854.8056326,-3062793601.185593,5392978828.1051855,9144560103.375145,1499338782.1339,3220050556.5252056,-2328100906.038974,-47717888.35976942,-47607356.30147696,-2337318607.8098717,2870073830.2557354,-646816269.2194259,815795955.0535135,-1879943229.5486894,3518384919.198716,2946450700.913718,-3313627456.177529,37289792898.98057,3411826808.8911967,-10787094024.953041,13510581.712672474,-2466563803.679649,1987852478.3681252,1462729125.158469,1852877117.9541914,4445929.815878511,-2953779721.099544,-6156397627.938952,-1640549670.2449012,2803522370.4020824,5203552028.423494,11630588191.041578,746135887.7326281,1181640808.4804118,1875042396.4784994,-1872303134.2144792
-1557482899.7939591,12892952300.315649,3040008336.6993203,-1726604765.0583065,-2512665197.9096417,-3142819368.3491225,5533850880.527407,9383374056.427952,1538507645.090893,3304150442.7999196,-2388929604.2196608,-48963056.4759758,-48849642.6261953,-2398362625.052367,2945031303.5405884,-663712727.2878267,837086367.3289464,-1929084641.9148128,3610269881.572629,3023491749.1343923,-3400176112.959198,38263699739.59708,3500924261.4639044,-11068801329.118036,13870220.535134887,-2530992587.6130557,2039811299.3762865,1500937398.2967997,1901247014.3531957,4591580.974490354,-3030927130.192923,-6317196600.350528,-1683420436.4951253,2876687372.538323,5339467592.789071,11934342921.990906,765662871.1167388,1212500657.474747,1923995928.9802973,-1921204417.9731266
-1615886365.5842814,13376396203.60942,3153983123.6939964,-1791345011.2071474,-2606880755.6751866,-3260671279.946364,5741356524.3203335,9735216864.849174,1596198657.696256,3428045415.5439634,-2478511573.817962,-50798778.799727365,-50681113.250034414,-2488293388.8357415,3055460211.644993,-688600451.3970824,868471381.859211,-2001427108.8816097,3745642185.9803014,3136879586.314858,-3527672772.3823385,39698463875.426346,3632195620.9267087,-11483841176.989927,14391537.505205825,-2625898226.366724,2116305431.2012305,1557218793.855417,1972533360.8134,4769401.245933379,-3144577587.6199374,-6554072984.391691,-1746547884.283598,2984543334.785963,5539682735.144883,12381841156.12393,794380354.9922824,1257965213.8915727,1996136201.9782763,-1993243703.4036288
-1656843350.7052164,13715430014.31929,3233916149.348946,-1836747063.1756542,-2672953363.1127687,-3343317958.2235436,5886876874.065184,9981961103.053724,1636656250.823388,3514931540.605266,-2541333266.1661305,-52086198.26694207,-51965550.819941424,-2551360845.1083465,3132902821.4039335,-706053778.0067097,890482068.7164648,-2052158108.5033453,3840577536.1081095,3216393180.922598,-3617084500.1929116,40704648041.1304,3724255225.284015,-11774905028.181515,14756820.010262474,-2692454097.8547883,2169948049.609885,1596688029.6608987,2022526712.9448247,4892748.63531174,-3224279262.015743,-6720191281.614238,-1790817355.2785895,3060184066.470091,5680090789.499831,12695666881.430462,814517765.0793366,1289849067.466113,2046728173.4210734,-2043763968.2401223
-1719459118.2149355,14233864430.482481,3356219159.4938374,-1906182367.3431745,-2773994310.917096,-3469667095.9614983,6109380058.621808,10359286110.624275,1698513033.4976478,3647792833.3807216,-2637375033.4270196,-54055810.40037244,-53930598.70675909,-2647801020.3283815,3251325383.656143,-732739599.1152875,924154002.5127411,-2129695760.0836647,3985753305.8999104,3337903408.8087897,-3753803643.7915864,42243258844.73467,3865037559.271033,-12220006116.149424,15309290.997076513,-2794220321.7984633,2251938793.6380115,1657037418.8745244,2098994029.7804937,5055045.980172106,-3346152929.577572,-6974202189.393458,-1858490744.6133418,3175899781.474517,5894784693.230458,13175558626.257694,845275343.9086897,1338605609.255845,2124106632.4282477,-2121015579.7044635
-1778353860.3350544,14721528795.096111,3471288111.448006,-1971499449.1126654,-2869040275.3316727,-3588506831.851314,6318670612.878746,10714221471.863033,1756695450.6571712,3772768298.6174088,-2727708970.091435,-55908817.88490448,-55779311.3198787,-2738517393.0907187,3362719697.1801405,-757840497.9779823,955832292.373892,-2202618617.7147117,4122314375.5639777,3452175024.99786,-3882406499.5657997,43690550854.60487,3997467349.4739122,-12638696492.631557,15826917.657926325,-2889943894.0298157,2329050615.777499,1713803270.1489248,2170929667.3597093,5198754.460789829,-3460792325.8813767,-7213133898.711962,-1922140325.9757776,3284764474.809106,6096732252.340081,13626969391.166122,874195228.4490541,1384468837.2933805,2196897896.6394935,-2193681571.0838876
-28271019.400329173,234104160.59882918,55247274.874176525,-31356599.59693824,-45627685.7157907,-57045941.6367702,100468135.56052066,170389119.8393678,27929468.60199865,59994706.57160272,-43362463.90883044,-889668.0621340504,-887605.8106043634,-43548577.38000005,53475109.13075361,-12049420.72868367,15208792.313042363,-35002494.714450285,65557004.47378821,54847688.2280324,-61735538.54610308,694775636.7554773,63574127.029122114,-200995319.36556667,247845.72607056028,-45951440.66453132,37013560.75497024,27249961.958465654,34535047.42191749,66079.22709154221,-55032606.08123996,-114698615.25416298,-30552659.038224895,52266172.58795452,96944086.18014216,216701115.8806475,13879096.970554663,22016927.749442518,34945261.11441708,-34883311.96428243
-29538034.484784547,242649877.75456315,56011046.89433074,-32353191.24359622,-47193196.72002709,-59646676.91365289,104472209.81571276,176344719.07335675,29103672.27986418,62200634.82275846,-45323598.57616619,-906221.5383661159,-904136.0753831404,-45130891.27419329,55410201.49247378,-12540145.511409737,15520120.458468305,-36927513.642417565,67862287.10903639,58187842.774584636,-64074933.208861604,720109750.3769478,65738197.20360267,-207989255.50868925,362155.7342682792,-47763773.06406237,38998179.26472397,28331986.326821487,35455885.63374068,518563.7547369233,-57081515.73233669,-119044527.35884207,-32033099.322677784,53326045.43883889,100678748.4253268,224537589.0655233,14994948.838668609,22799150.686799992,35953669.0442153,-36183548.69989791
-30222870.036497083,248274203.73761198,57308324.342960835,-33102967.34450592,-48286992.43228811,-61029621.99396508,106894005.28311875,180431957.08643496,29778394.93964445,63642376.17008628,-46374445.05313236,-927217.0487617301,-925074.4721986637,-46176960.70718879,56694517.50951936,-12830852.600874173,15879668.16434027,-37783961.59674806,69435171.02812667,59537616.60870051,-65560181.18862849,736800950.9886798,67261798.17469221,-212809914.69135487,370631.68129773595,-48870986.98722214,39902599.26809961,28988751.43830465,36277433.923403546,530933.6785209961,-58404625.03773522,-121803958.08092634,-32775879.055418994,54561406.522446446,103012506.73735167,229742022.17181882,15342990.434988847,23327584.16981289,36786807.74349135,-37022256.704608224
